PO Number;PO Line;Cycle;Year;Zone;Region;Area;Wcode;Sales Point;Item Name;Category;Item Code;Brand;Brand SKU;Brand Name PO;Length;Width;Quantity;Order Date;Production Start Date;Production Finish Date;Shipment Date;Est. Received Date;Received Date Based on CPT;DN Number;Entity;;Track;QTY Received ;QTY Received  Final;Received Date;Remark;QTY Out;Qty Produce;Qty in Transit;Qty Delivered;Received Date
5701713729;11;C1;2026;Jakarta;Jakarta Outer;Serang;WH068;Serang;GT Stand Alone - TTD Fit (H) - 15x40 cm - Art Carton - MLA16 35K;;2026-00195038-0026;A Mild all variant;;MLA16 35K;;;708;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;11;C1;2026;Jakarta;Jakarta Outer;Tangerang;WH057;Tangerang;GT Stand Alone - TTD Fit (H) - 15x40 cm - Art Carton - MLA16 35K;;2026-00195038-0026;A Mild all variant;;MLA16 35K;;;1422;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;12;C1;2026;Jakarta;Jakarta Outer;Karawang;WH066;Karawang;WS Mitra Sampoerna - Header Backwall (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0030;A Mild all variant;;MLA16 35K;;;33;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;12;C1;2026;Jakarta;Jakarta Outer;Rangkasbitung;WH077;Rangkasbitung;WS Mitra Sampoerna - Header Backwall (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0030;A Mild all variant;;MLA16 35K;;;18;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;12;C1;2026;Jakarta;Jakarta Outer;Serang;WH068;Serang;WS Mitra Sampoerna - Header Backwall (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0030;A Mild all variant;;MLA16 35K;;;12;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;13;C1;2026;Jakarta;Jakarta Outer;Karawang;WH066;Karawang;WS Mitra Sampoerna - Header Backwall (H) - 44.5x96.5 cm - Photopaper - MLA16 35K;;2026-00195038-0031;A Mild all variant;;MLA16 35K;;;21;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;13;C1;2026;Jakarta;Jakarta Outer;Rangkasbitung;WH077;Rangkasbitung;WS Mitra Sampoerna - Header Backwall (H) - 44.5x96.5 cm - Photopaper - MLA16 35K;;2026-00195038-0031;A Mild all variant;;MLA16 35K;;;11;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;13;C1;2026;Jakarta;Jakarta Outer;Serang;WH068;Serang;WS Mitra Sampoerna - Header Backwall (H) - 44.5x96.5 cm - Photopaper - MLA16 35K;;2026-00195038-0031;A Mild all variant;;MLA16 35K;;;9;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;14;C1;2026;Jakarta;Jakarta Outer;Bekasi;WH075;Bekasi;WS Mitra Sampoerna - Info Board (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0034;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;14;C1;2026;Jakarta;Jakarta Outer;Karawang;WH066;Karawang;WS Mitra Sampoerna - Info Board (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0034;A Mild all variant;;MLA16 35K;;;39;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;14;C1;2026;Jakarta;Jakarta Outer;Rangkasbitung;WH077;Rangkasbitung;WS Mitra Sampoerna - Info Board (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0034;A Mild all variant;;MLA16 35K;;;18;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;14;C1;2026;Jakarta;Jakarta Outer;Serang;WH068;Serang;WS Mitra Sampoerna - Info Board (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0034;A Mild all variant;;MLA16 35K;;;17;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;14;C1;2026;Jakarta;Jakarta Outer;Tangerang;WH057;Tangerang;WS Mitra Sampoerna - Info Board (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0034;A Mild all variant;;MLA16 35K;;;27;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;15;C1;2026;Jakarta;Jakarta Outer;Bekasi;WH075;Bekasi;WS Mitra Sampoerna - Info Board (H) - 44.5x71.5 cm - Photopaper - MLA16 35K;;2026-00195038-0035;A Mild all variant;;MLA16 35K;;;9;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;15;C1;2026;Jakarta;Jakarta Outer;Bogor;WH060;Bogor;WS Mitra Sampoerna - Info Board (H) - 44.5x71.5 cm - Photopaper - MLA16 35K;;2026-00195038-0035;A Mild all variant;;MLA16 35K;;;36;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;15;C1;2026;Jakarta;Jakarta Outer;Karawang;WH066;Karawang;WS Mitra Sampoerna - Info Board (H) - 44.5x71.5 cm - Photopaper - MLA16 35K;;2026-00195038-0035;A Mild all variant;;MLA16 35K;;;9;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;15;C1;2026;Jakarta;Jakarta Outer;Rangkasbitung;WH077;Rangkasbitung;WS Mitra Sampoerna - Info Board (H) - 44.5x71.5 cm - Photopaper - MLA16 35K;;2026-00195038-0035;A Mild all variant;;MLA16 35K;;;2;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;15;C1;2026;Jakarta;Jakarta Outer;Serang;WH068;Serang;WS Mitra Sampoerna - Info Board (H) - 44.5x71.5 cm - Photopaper - MLA16 35K;;2026-00195038-0035;A Mild all variant;;MLA16 35K;;;4;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713729;15;C1;2026;Jakarta;Jakarta Outer;Tangerang;WH057;Tangerang;WS Mitra Sampoerna - Info Board (H) - 44.5x71.5 cm - Photopaper - MLA16 35K;;2026-00195038-0035;A Mild all variant;;MLA16 35K;;;11;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;1;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sunscreen Without Velcro - 0.5x1 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0003;A Mild all variant;;MLA16 35K;;;20;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;1;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sunscreen Without Velcro - 0.5x1 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0003;A Mild all variant;;MLA16 35K;;;10;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;1;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sunscreen Without Velcro - 0.5x1 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0003;A Mild all variant;;MLA16 35K;;;20;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Bandung 1;WH089;Bandung 1;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;190;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;60;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Bandung 3;WH078;Bandung 3;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;20;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;220;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;70;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Sukabumi;WH079;Sukabumi;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;70;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;2;C1;2026;West Java;Java 1;Tasikmalaya;WH082;Tasikmalaya;TPOSM - Sunscreen Without Velcro - 0.7x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0004;A Mild all variant;;MLA16 35K;;;40;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Bandung 1;WH089;Bandung 1;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;100;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;40;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Bandung 3;WH078;Bandung 3;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;60;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;160;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;20;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Sukabumi;WH079;Sukabumi;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;80;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;3;C1;2026;West Java;Java 1;Tasikmalaya;WH082;Tasikmalaya;TPOSM - Sunscreen Without Velcro - 0.7x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0005;A Mild all variant;;MLA16 35K;;;60;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;4;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sunscreen Without Velcro - 0.7x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0006;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;4;C1;2026;West Java;Java 1;Bandung 3;WH078;Bandung 3;TPOSM - Sunscreen Without Velcro - 0.7x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0006;A Mild all variant;;MLA16 35K;;;70;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;4;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;TPOSM - Sunscreen Without Velcro - 0.7x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0006;A Mild all variant;;MLA16 35K;;;40;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;4;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sunscreen Without Velcro - 0.7x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0006;A Mild all variant;;MLA16 35K;;;20;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;4;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sunscreen Without Velcro - 0.7x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0006;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;4;C1;2026;West Java;Java 1;Sukabumi;WH079;Sukabumi;TPOSM - Sunscreen Without Velcro - 0.7x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0006;A Mild all variant;;MLA16 35K;;;60;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;4;C1;2026;West Java;Java 1;Tasikmalaya;WH082;Tasikmalaya;TPOSM - Sunscreen Without Velcro - 0.7x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0006;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Bandung 1;WH089;Bandung 1;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;140;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;100;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Bandung 3;WH078;Bandung 3;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;40;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;220;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;40;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;80;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Sukabumi;WH079;Sukabumi;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;580;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;5;C1;2026;West Java;Java 1;Tasikmalaya;WH082;Tasikmalaya;TPOSM - Sunscreen Without Velcro - 1x2 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0007;A Mild all variant;;MLA16 35K;;;220;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Bandung 1;WH089;Bandung 1;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;120;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Bandung 3;WH078;Bandung 3;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;80;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;160;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;50;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Sukabumi;WH079;Sukabumi;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;130;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;6;C1;2026;West Java;Java 1;Tasikmalaya;WH082;Tasikmalaya;TPOSM - Sunscreen Without Velcro - 1x3 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0008;A Mild all variant;;MLA16 35K;;;60;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;7;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sunscreen Without Velcro - 1x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0009;A Mild all variant;;MLA16 35K;;;70;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;7;C1;2026;West Java;Java 1;Bandung 3;WH078;Bandung 3;TPOSM - Sunscreen Without Velcro - 1x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0009;A Mild all variant;;MLA16 35K;;;90;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;7;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;TPOSM - Sunscreen Without Velcro - 1x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0009;A Mild all variant;;MLA16 35K;;;40;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;7;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sunscreen Without Velcro - 1x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0009;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;7;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sunscreen Without Velcro - 1x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0009;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;7;C1;2026;West Java;Java 1;Sukabumi;WH079;Sukabumi;TPOSM - Sunscreen Without Velcro - 1x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0009;A Mild all variant;;MLA16 35K;;;60;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;7;C1;2026;West Java;Java 1;Tasikmalaya;WH082;Tasikmalaya;TPOSM - Sunscreen Without Velcro - 1x4 m - Vinyl FF Frontlight 10 Oz - MLA16 35K;;2026-00195038-0009;A Mild all variant;;MLA16 35K;;;30;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Bandung 1;WH089;Bandung 1;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;4800;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Bandung 2;WH090;Bandung 2;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;4600;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Bandung 3;WH078;Bandung 3;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;3600;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;8600;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Bandung 2;WH169;DPC Sumedang;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;2000;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Garut;WH083;Garut;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;2800;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Sukabumi;WH079;Sukabumi;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;10000;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;8;C1;2026;West Java;Java 1;Tasikmalaya;WH082;Tasikmalaya;TPOSM - Sticker - 40x40 cm - Sticker Chromo - MLA16 35K;;2026-00195038-0010;A Mild all variant;;MLA16 35K;;;4400;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;
5701713431;9;C1;2026;West Java;Java 1;Cirebon;WH084;Cirebon;WS Mitra Sampoerna - Header Backwall (H) - 44.5x46.5 cm - Photopaper - MLA16 35K;;2026-00195038-0030;A Mild all variant;;MLA16 35K;;;8;;;;;;;;PT HM Sampoerna Tbk;;;;;;;;;;;